,'caller_id','assigned_to','assignment_group','u_symptom','sys_updated_by','incident_state','subcategory','category','active','u_priority_confirmation','sys_created_by','opened_by','location','made_sla','knowledge','priority','complTime'
60516,3408,4,15,1,763,7,154,38,1,2,180,1,181,2,1,3,192.183333333333
60519,3995,108,24,367,763,7,75,59,1,2,3,33,181,2,1,3,123.083333333333
60528,3726,34,1,367,347,5,75,59,2,1,3,33,106,2,1,3,385.183333333333
60532,3296,171,65,413,763,7,122,34,1,1,1,190,173,2,1,3,121.033333333333
60535,2227,127,13,367,763,7,191,14,1,2,83,153,106,2,1,3,120.95
60539,5186,1,22,1,28,2,75,35,2,1,126,190,106,2,1,3,121.766666666667
60541,5186,1,45,1,469,2,75,35,2,1,126,190,106,2,1,3,121.766666666667
60547,5053,93,1,413,589,9,122,34,2,2,3,33,106,2,1,3,133.866666666667
60552,3977,89,1,1,589,8,122,34,2,1,3,33,61,2,1,3,322
60556,3977,89,33,1,763,7,122,34,1,2,3,33,61,2,1,3,322
60563,4102,34,65,367,325,5,75,11,2,1,1,33,106,2,1,3,206.733333333333
60568,1593,89,48,411,169,8,122,34,2,1,3,33,45,2,1,3,220.633333333333
60573,1593,89,33,367,325,8,75,36,2,1,3,33,45,2,1,3,220.633333333333
60578,3680,22,79,350,258,9,15,26,2,2,3,33,106,2,1,3,406.733333333333
60591,3696,103,68,367,763,7,204,54,1,2,1,6,111,2,1,3,190.516666666667
60593,765,34,65,413,325,9,122,34,2,2,1,33,176,2,1,3,120.433333333333
60595,1307,1,48,367,763,8,75,38,2,1,1,6,106,2,1,3,529.35
60604,1307,27,67,367,763,7,75,11,1,2,1,6,106,1,1,3,529.35
60619,4458,166,65,367,763,7,28,11,1,2,1,186,136,2,1,3,121.116666666667
60624,3017,75,1,1,469,9,76,17,2,2,180,1,188,2,1,3,244.033333333333
60628,2593,34,65,367,763,7,75,17,1,2,1,33,9,2,1,3,120.883333333333
60631,826,110,60,367,763,7,17,46,1,2,1,33,106,2,1,3,120.866666666667
60634,3760,75,1,1,31,2,75,14,2,1,123,186,79,2,1,3,237.85
60635,3760,75,1,1,469,2,75,14,2,1,123,186,79,2,1,3,237.85
60643,2448,75,1,367,474,2,76,17,2,2,3,33,9,2,1,3,259.783333333333
60648,2448,75,1,367,469,9,76,17,2,2,3,33,9,2,1,3,259.783333333333
60653,3903,195,65,370,109,2,183,34,2,1,145,6,184,2,1,3,219.766666666667
60657,3903,1,65,370,31,2,183,34,2,1,145,6,184,2,1,3,219.766666666667
60663,3903,1,22,367,325,2,183,34,2,1,145,6,184,2,1,3,219.766666666667
60667,3903,169,22,367,31,9,183,34,2,2,145,6,184,2,1,3,219.766666666667
60669,1112,137,13,370,325,8,75,14,2,1,3,33,45,2,1,3,238.6
60674,1112,145,21,367,783,2,75,14,2,1,3,33,45,2,1,3,238.6
60678,1112,1,47,367,66,2,75,14,2,1,3,33,45,2,1,3,238.6
60693,4872,75,65,1,763,7,17,46,1,2,1,186,61,2,1,3,214.55
60694,775,42,18,1,30,8,75,59,2,1,126,190,106,2,1,3,380.666666666667
60702,3231,34,65,367,763,7,169,17,1,2,1,33,217,2,1,3,120.483333333333
60704,775,75,59,135,623,8,71,50,2,1,126,190,106,2,1,3,243.416666666667
60711,775,75,1,135,763,7,71,50,1,2,126,190,106,2,1,3,243.416666666667
60715,947,81,25,367,325,8,122,38,2,1,3,33,213,2,1,3,193.4
60718,947,81,53,399,521,2,159,38,2,1,3,33,213,2,1,3,193.4
60722,4990,196,65,1,325,8,75,17,2,1,3,33,106,2,1,3,288.35
60725,4990,196,1,1,686,5,75,17,2,1,3,33,106,2,1,3,288.35
60731,4990,196,18,1,108,2,75,17,2,1,3,33,106,2,1,3,288.35
60735,3761,29,18,367,25,2,75,46,2,1,123,186,106,2,1,3,220.333333333333
60751,4717,164,1,367,28,8,76,17,2,1,3,33,61,2,1,3,240.183333333333
60757,3849,135,18,1,399,2,75,14,2,1,123,186,106,2,1,3,242.166666666667
60758,3849,196,18,1,108,2,75,14,2,1,123,186,106,2,1,3,242.166666666667
60762,3849,135,18,1,721,2,75,14,2,1,123,186,106,2,1,3,242.166666666667
60769,3818,196,18,1,109,8,86,50,2,1,145,6,106,2,1,3,286.15
60771,3818,196,18,1,30,8,86,50,2,1,145,6,106,2,1,3,286.15
60781,1731,75,1,1,28,8,122,34,2,1,3,33,9,2,1,3,218.083333333333
60783,1731,75,1,1,763,7,122,34,1,2,3,33,9,2,1,3,218.083333333333
60784,4832,171,65,413,763,9,122,34,2,1,1,190,106,2,1,3,121.05
60785,4832,171,65,413,763,7,122,34,1,1,1,190,106,2,1,3,121.05
60787,3633,137,13,1,712,2,191,14,2,1,80,142,45,2,1,3,196.033333333333
60792,3510,166,65,1,763,7,169,17,1,2,1,186,106,2,1,3,120.983333333333
60795,3499,34,65,413,763,7,122,34,1,2,1,33,219,2,1,3,120.983333333333
60798,3633,100,33,1,607,9,183,34,2,2,80,142,45,2,1,3,122.966666666667
60803,4832,1,65,367,763,8,122,34,2,1,1,190,106,2,1,3,240.9
60816,5238,89,33,411,325,8,122,34,2,1,3,33,9,2,1,3,189.9
60820,2232,75,1,260,28,8,169,17,2,1,180,1,184,2,1,3,262.85
60828,5161,80,60,367,763,7,75,38,1,2,1,33,106,1,1,3,714.966666666667
60838,2886,159,45,367,96,7,75,38,1,2,25,62,9,1,1,3,740.25
60839,4056,75,65,413,763,2,122,34,2,1,1,62,173,2,1,3,120.8
60843,5161,80,60,367,574,5,75,38,2,1,1,33,106,2,1,3,714.916666666667
60856,5161,80,60,1,763,7,75,19,1,2,1,33,106,1,1,3,770.883333333333
60857,979,1,65,413,763,8,122,34,2,1,1,33,173,2,1,3,120.733333333333
60864,4712,124,27,1,763,7,251,38,1,2,3,33,106,1,1,3,740.866666666667
60868,3262,75,65,1,469,9,173,27,2,2,1,1,106,2,1,3,260.716666666667
60873,5161,80,60,367,633,5,75,38,2,1,1,33,106,2,1,3,357.833333333333
60880,155,103,68,367,559,2,204,54,2,1,1,62,106,2,1,3,572.833333333333
60885,3537,39,48,519,383,9,183,34,2,2,77,135,181,2,1,3,123.7
60887,5161,1,65,367,763,8,75,19,2,1,1,33,106,2,1,3,714.8
60912,3415,1,1,1,589,5,75,17,2,1,180,1,163,2,1,3,260.616666666667
60918,2145,143,14,1,781,2,133,38,2,1,55,117,61,2,1,3,236.616666666667
60921,3465,123,16,367,325,8,75,15,2,1,3,33,219,2,1,3,122.566666666667
60925,3465,123,16,367,686,2,75,15,2,1,3,33,219,2,1,3,122.566666666667
60926,3465,123,16,367,686,9,75,15,2,2,3,33,219,2,1,3,122.566666666667
60929,5030,233,62,367,248,9,75,38,2,2,1,33,181,2,1,3,189.533333333333
60956,2484,62,51,1,482,8,91,37,2,1,33,96,80,2,1,3,68.25
60979,4514,1,59,1,623,2,117,50,2,1,1,186,45,2,1,3,271.416666666667
60984,4514,1,13,1,589,2,117,50,2,1,1,186,45,2,1,3,271.416666666667
60989,4514,1,65,2,511,2,117,50,2,1,1,186,45,2,1,3,271.416666666667
60995,2418,169,22,367,31,5,169,17,2,1,180,1,173,2,1,3,260.4
60999,3246,34,65,413,325,2,122,34,2,1,1,33,45,2,1,3,120.4
61001,3246,34,65,413,763,7,122,34,1,2,1,33,45,2,1,3,120.4
61002,3596,75,65,418,763,2,169,17,2,1,1,62,106,2,1,3,120.383333333333
61008,194,169,16,367,31,8,248,24,2,1,3,33,219,2,1,3,121.383333333333
61028,3003,92,65,1,763,7,122,34,1,2,1,117,106,2,1,3,120.283333333333
61032,3793,75,65,1,763,2,75,17,2,1,1,62,45,2,1,3,120.25
61034,3793,75,65,1,763,7,75,17,1,2,1,62,45,2,1,3,120.25
61046,3973,215,21,367,763,7,50,26,1,2,3,33,45,2,1,3,122.2
61056,3003,34,65,367,763,7,122,34,1,2,1,117,106,2,1,3,211.166666666667
61063,4267,100,33,1,607,9,122,34,2,2,25,62,9,2,1,3,379.216666666667
61070,4580,45,18,367,399,2,122,34,2,1,3,33,106,2,1,3,219.05
61077,3973,215,21,367,199,9,50,26,2,2,3,33,45,2,1,3,122.05
61087,2474,128,53,1,805,5,155,38,2,1,3,33,106,2,1,3,746.133333333333
61088,2474,128,53,1,805,9,155,38,2,2,3,33,106,2,1,3,746.133333333333
61090,436,1,68,340,763,8,204,54,2,1,1,62,61,2,1,3,363.066666666667
61098,4580,89,65,411,325,8,122,34,2,1,3,33,106,2,1,3,188.916666666667
61124,696,75,1,1,325,2,196,46,2,2,1,117,106,2,1,3,527
61128,696,1,65,1,96,2,196,46,2,2,1,117,106,2,1,3,527
61139,696,1,65,1,66,2,196,46,2,2,1,117,106,2,1,3,527
61140,696,75,65,1,469,9,196,46,2,2,1,117,106,2,1,3,527
61141,696,75,65,1,763,7,196,46,1,2,1,117,106,1,1,3,527
61143,3783,166,65,1,25,9,75,24,2,2,1,186,106,2,1,3,120.85
61146,1605,1,67,1,712,8,75,14,2,1,1,6,168,2,1,3,193.85
61154,4968,108,24,367,647,5,169,17,2,2,3,33,181,2,1,3,404.966666666667
61156,4968,108,24,367,647,9,169,17,2,2,3,33,181,2,1,3,404.966666666667
61161,2036,1,68,367,763,8,204,54,2,1,1,62,128,2,1,3,191.75
61172,2954,225,17,367,222,9,75,34,2,2,24,87,61,2,1,3,191.716666666667
61175,574,75,17,271,325,8,57,23,2,1,3,33,61,2,1,3,240.716666666667
61185,5242,15,65,367,325,8,76,17,2,1,3,33,9,2,1,3,188.716666666667
61193,3438,29,18,367,345,2,75,46,2,1,104,166,106,2,1,3,237.65
61203,3704,75,1,367,469,9,248,24,2,2,3,33,215,2,1,3,234.616666666667
61205,2020,171,65,1,30,2,75,17,2,1,126,190,106,2,1,3,243.583333333333
61216,2572,1,67,367,712,8,235,14,2,1,1,62,217,2,1,3,288.55
61221,2572,1,56,414,545,8,206,9,2,1,1,62,217,2,1,3,288.55
61225,249,34,65,413,763,2,122,34,2,1,1,33,9,2,1,3,121.533333333333
61231,3775,163,17,367,845,2,75,14,2,1,24,87,61,2,1,3,187.433333333333
61233,3775,163,17,367,845,5,75,14,2,1,24,87,61,2,1,3,187.433333333333
61248,504,169,22,1,109,8,75,15,2,1,145,6,168,2,1,3,380.533333333333
61254,504,169,22,1,31,9,75,15,2,2,145,6,168,2,1,3,380.533333333333
61257,5036,92,65,413,585,9,122,34,2,2,1,117,112,2,1,3,120.383333333333
61260,1704,80,60,148,574,5,120,38,2,1,1,62,106,2,1,3,746.416666666667
61265,444,92,65,367,585,9,75,11,2,2,1,117,61,2,1,3,121.266666666667
61266,444,92,65,367,763,7,75,11,1,2,1,117,61,2,1,3,121.266666666667
61270,1104,1,65,367,763,8,122,38,2,1,1,6,136,2,1,3,120.2
61275,2700,75,65,367,469,9,248,24,2,2,25,62,222,2,1,3,234.1
61279,2700,1,60,367,574,2,248,24,2,2,25,62,222,2,1,3,234.1
61288,796,75,1,1,469,5,75,44,2,1,180,1,181,2,1,3,261.1
61289,796,75,1,1,469,5,75,44,2,1,180,1,181,2,1,3,261.1
61298,3551,1,65,367,763,8,75,46,2,1,1,33,9,2,1,3,121.05
61299,3551,34,65,367,325,9,75,46,2,2,1,33,9,2,1,3,121.05
61302,4549,34,65,413,325,9,122,34,2,2,1,33,168,2,1,3,121.016666666667
61309,837,75,1,1,347,5,38,29,2,1,180,1,106,2,1,3,381.133333333333
61316,1669,59,31,187,109,8,131,38,2,1,145,6,106,2,1,3,187.983333333333
61319,3818,195,65,1,763,2,75,46,2,1,1,6,106,2,1,3,120.95
61322,4905,75,65,367,325,8,76,17,2,1,3,33,9,2,1,3,263.933333333333
61324,4905,75,1,367,347,5,76,17,2,1,3,33,9,2,1,3,263.933333333333
61329,4905,75,1,367,763,7,76,17,1,2,3,33,9,1,1,3,263.933333333333
61332,1308,59,31,127,585,8,131,38,2,1,55,117,219,2,1,2,528.016666666667
61339,1308,59,31,127,763,7,131,38,1,2,55,117,219,1,1,1,528.016666666667
61342,4781,1,63,367,845,2,75,8,2,1,119,183,64,2,1,3,185.866666666667
61349,1476,100,33,165,607,9,226,36,2,2,25,62,181,2,1,3,121.85
61357,3832,31,1,1,589,2,75,24,2,1,180,1,106,2,1,3,129.766666666667
61362,244,30,1,367,347,5,76,17,2,1,180,1,113,2,1,3,241.65
61366,244,30,1,367,763,7,76,17,1,2,180,1,113,2,1,3,241.65
61371,1308,89,33,411,560,9,122,34,2,2,55,117,219,2,1,3,216.65
61375,4825,31,1,1,589,2,75,24,2,1,180,1,45,2,1,3,129.566666666667
61385,4901,159,59,1,638,9,91,38,2,2,1,190,184,2,1,3,737.95
61393,1375,30,65,367,712,8,75,14,2,1,8,61,106,2,1,3,219.416666666667
61397,1375,30,65,367,118,2,75,14,2,1,8,61,106,2,1,3,219.416666666667
61400,1375,30,1,367,763,7,75,14,1,2,8,61,106,2,1,3,219.416666666667
61403,4153,196,18,367,108,2,84,34,2,1,3,33,106,2,1,3,385.533333333333
61414,1375,29,18,367,25,8,196,46,2,1,8,61,106,2,1,3,217.383333333333
61422,3292,157,43,124,822,5,226,36,2,1,145,6,173,2,1,3,352.516666666667
61432,5125,1,33,1,763,8,75,24,2,1,1,1,61,2,1,3,359.466666666667
61439,5125,1,65,1,315,5,75,24,2,1,1,1,61,2,1,3,359.466666666667
61443,4232,1,65,23,109,8,76,17,2,1,1,6,185,2,1,3,257.316666666667
61450,4232,75,65,23,469,9,76,17,2,2,1,6,185,2,1,3,257.316666666667
61460,4369,100,33,1,607,9,75,24,2,2,123,186,41,2,1,3,121.283333333333
61469,4781,43,63,1,845,2,75,15,2,1,119,183,64,2,1,3,186.25
61472,4781,163,17,1,845,2,75,15,2,1,119,183,64,2,1,3,186.25
61475,2820,75,65,413,763,2,122,34,2,1,1,62,61,2,1,3,120.183333333333
61478,222,29,18,269,772,8,64,59,2,1,104,166,106,2,1,3,237.183333333333
61487,3296,1,65,367,763,8,122,34,2,1,1,33,173,2,1,3,120.15
61499,2187,1,65,23,225,8,76,17,2,1,1,6,185,2,1,3,344.2
61500,2187,1,65,23,469,8,76,17,2,1,1,6,185,2,1,3,344.2
61503,2187,1,65,23,325,5,76,17,2,1,1,6,185,2,1,3,344.2
61508,2887,30,63,367,118,8,75,46,2,1,3,33,45,2,1,3,192.033333333333
61512,2887,30,1,367,347,9,75,46,2,2,3,33,45,2,1,3,192.033333333333
61514,5074,15,20,367,258,8,75,46,2,1,180,1,9,2,1,3,184
61523,542,184,50,367,763,7,11,46,1,2,104,166,176,2,2,3,185.966666666667
61541,4780,18,65,1,763,7,79,46,1,2,1,54,106,2,1,3,120.85
61544,3294,220,65,367,560,8,122,34,2,1,8,61,191,2,1,3,215.716666666667
61546,3294,220,48,367,169,2,122,34,2,1,8,61,191,2,1,3,215.716666666667
61561,4483,75,1,1,28,8,75,19,2,1,180,1,222,2,1,3,238.666666666667
61566,3514,1,65,367,763,8,248,24,2,1,1,33,173,2,1,3,120.616666666667
61578,1430,34,65,413,763,7,122,34,1,2,1,33,9,2,2,3,120.416666666667
61579,4202,40,65,274,325,8,64,17,2,1,3,33,171,2,1,3,187.25
61580,4202,40,1,274,325,8,64,17,2,1,3,33,171,2,1,3,187.25
61586,4202,40,1,367,325,8,75,46,2,1,3,33,171,2,1,3,186.183333333333
61594,2966,184,43,367,325,2,75,36,2,1,3,33,181,2,1,3,255.066666666667
61606,688,34,65,413,763,7,122,34,1,2,1,33,173,2,1,3,121.816666666667
61608,3890,168,65,367,28,9,75,34,2,2,1,187,45,2,1,3,120.783333333333
61610,1826,75,1,28,315,8,26,29,2,1,185,54,219,2,1,3,189.766666666667
61615,1826,75,1,367,763,7,26,29,1,2,185,54,219,2,1,3,189.766666666667
61619,2763,215,21,367,199,2,75,46,2,1,124,187,50,2,1,3,207.666666666667
61625,2689,149,17,1,222,2,46,59,2,1,121,158,61,2,1,3,206.433333333333
61630,3725,56,13,1,763,2,75,14,2,1,1,88,106,2,1,3,121.416666666667
61637,2626,196,18,367,108,2,86,50,2,1,3,33,106,2,1,3,287.183333333333
61639,2626,196,18,367,763,7,86,50,1,2,3,33,106,1,1,3,287.183333333333
61643,1675,30,65,367,763,7,122,38,1,2,1,187,61,2,1,3,121.05
61644,2249,157,50,1,13,8,148,38,2,1,121,158,106,2,1,3,284.05
61646,2249,157,2,1,560,8,148,38,2,1,121,158,106,2,1,3,284.05
61659,3425,1,1,367,315,5,28,11,2,1,1,33,219,2,1,3,257.933333333333
61662,3425,1,1,367,469,5,28,11,2,1,1,33,219,2,1,3,257.933333333333
61664,3425,1,1,367,446,5,28,11,2,1,1,33,219,2,1,3,257.933333333333
61679,5213,1,43,367,763,8,75,36,2,1,1,187,181,2,1,3,120.416666666667
61694,3617,149,49,1,451,8,86,50,2,1,26,88,61,2,1,3,206.816666666667
61704,3151,156,13,367,712,2,195,4,2,1,121,158,133,2,1,3,180.15
61708,4426,168,65,367,28,9,76,17,2,2,1,187,85,2,1,3,121.533333333333
61714,1895,75,59,1,71,8,71,50,2,1,137,208,106,2,1,3,374.483333333333
61715,1895,75,59,1,96,8,71,50,2,1,137,208,106,2,1,3,374.483333333333
61724,1895,30,1,1,347,5,71,50,2,1,137,208,106,2,1,3,374.483333333333
61730,1763,41,4,367,378,2,224,36,2,2,13,71,181,2,1,1,519.116666666667
61736,1763,41,4,367,763,7,224,36,1,2,13,71,181,1,1,1,519.116666666667
61743,4649,55,1,1,28,8,75,38,2,1,26,88,45,2,1,3,210.95
61745,4649,55,1,1,763,7,75,38,1,2,26,88,45,2,1,3,210.95
61747,4649,145,21,1,226,8,75,59,2,1,26,88,45,2,1,3,449
61751,4649,145,21,1,783,5,75,59,2,1,26,88,45,2,1,3,449
61763,2296,93,1,367,105,8,76,17,2,1,153,202,9,2,1,3,122.966666666667
61764,2296,93,1,367,589,9,76,17,2,2,153,202,9,2,1,3,122.966666666667
61777,2296,1,65,367,712,8,75,24,2,1,1,202,9,2,1,3,184.566666666667
61781,5140,199,65,367,763,2,75,19,2,1,1,202,89,2,1,3,120.316666666667
61791,3600,93,1,190,763,7,64,17,1,2,137,208,9,2,1,3,120.616666666667
61793,4460,199,65,96,105,9,28,11,2,2,1,202,106,2,1,3,120.9
61795,3733,45,65,1,325,8,75,17,2,1,3,33,106,2,1,3,246.633333333333
61805,4569,215,21,367,156,8,76,17,2,1,156,16,45,2,1,3,170.983333333333
61806,4569,215,21,367,199,2,76,17,2,1,156,16,45,2,1,3,170.983333333333
61812,946,231,58,367,763,7,75,44,1,2,172,36,89,2,1,3,120.9
61820,2146,34,65,413,763,2,122,34,2,1,1,33,45,2,1,3,120.766666666667
61822,2146,34,65,413,763,7,122,34,1,2,1,33,45,2,1,3,120.766666666667
61825,4535,34,65,367,325,9,76,17,2,2,1,33,45,2,1,3,120.7
61829,4686,34,65,413,763,7,122,34,1,2,1,33,9,2,1,3,121.65
61834,946,231,58,367,229,2,75,44,2,1,172,36,89,2,1,3,121.616666666667
61837,946,159,45,367,229,2,75,38,2,1,172,36,89,2,1,3,101.183333333333
61842,1541,210,65,413,156,9,122,34,2,2,1,16,9,2,1,4,120.216666666667
61844,4215,1,65,367,763,8,75,46,2,1,1,16,45,2,1,3,123.183333333333
61845,4215,1,65,367,753,8,75,46,2,1,1,16,45,2,1,3,123.183333333333
61847,4215,1,21,367,156,8,75,46,2,1,1,16,45,2,1,3,123.183333333333
61849,4215,210,65,367,156,9,75,46,2,2,1,16,45,2,1,3,123.183333333333
61854,946,231,58,367,229,2,75,44,2,1,172,36,89,2,1,3,120.783333333333
61858,946,231,58,367,229,2,75,44,2,1,172,36,89,2,1,3,120.666666666667
61861,946,231,58,367,763,7,75,44,1,2,172,36,89,2,1,3,120.666666666667
61870,946,231,58,367,763,7,75,44,1,2,172,36,89,2,1,3,120.416666666667
61871,946,231,58,367,229,2,75,44,2,1,172,36,89,2,1,3,120.383333333333
61874,2562,34,65,274,325,2,64,17,2,1,3,33,61,2,1,3,221.333333333333
61878,2562,34,1,274,763,7,64,17,1,2,3,33,61,2,1,3,221.333333333333
61884,946,231,58,367,229,2,75,44,2,1,172,36,89,2,1,3,121.266666666667
61899,3502,75,65,367,763,7,151,38,1,2,1,186,61,2,1,3,191.783333333333
61903,4568,1,71,1,763,8,30,46,2,1,1,186,106,2,1,3,166.083333333333
61907,4024,1,71,472,763,8,34,46,2,1,1,33,106,2,1,3,165.2
61915,4754,1,65,367,772,4,122,34,2,1,1,33,45,2,1,3,191.833333333333
61919,1887,166,65,367,25,9,75,24,2,2,1,186,45,2,1,3,120.433333333333
61922,1096,92,65,367,585,9,76,17,2,2,1,117,9,2,1,3,120.266666666667
61929,2638,215,21,367,199,5,52,46,2,1,3,33,45,2,1,3,257.066666666667
61931,2638,215,21,367,199,9,52,46,2,2,3,33,45,2,1,3,257.066666666667
61944,630,188,47,367,66,9,235,14,2,2,104,166,133,2,1,3,213.2
61946,835,220,65,367,325,8,122,34,2,1,3,33,61,2,1,3,283.1
61953,835,220,48,1,169,5,122,38,2,1,3,33,61,2,1,3,283.1
61957,1128,1,65,400,763,2,244,57,2,1,1,187,9,2,1,3,121.866666666667
61958,1128,1,65,400,28,2,244,57,2,1,1,187,9,2,1,3,121.866666666667
61963,5056,100,1,367,28,8,122,38,2,1,121,158,217,2,1,3,190.616666666667
61972,2563,215,21,367,763,7,75,46,1,2,124,187,45,2,1,3,160.166666666667
61975,1096,1,71,18,105,2,6,11,2,1,1,158,9,2,1,3,233.15
61980,1096,75,65,18,469,9,6,11,2,2,1,158,9,2,1,3,233.15
61983,367,1,65,367,28,8,122,38,2,1,1,187,61,2,1,3,120.833333333333
61984,367,30,65,367,28,9,122,38,2,2,1,187,61,2,1,3,120.833333333333
61985,367,30,65,367,763,7,122,38,1,2,1,187,61,2,1,3,120.833333333333
61988,1863,219,39,196,200,5,38,29,2,1,124,187,106,2,1,3,162.883333333333
61991,492,122,48,472,13,8,122,38,2,1,121,158,106,2,1,2,123.333333333333
61995,492,122,48,472,714,9,122,38,2,2,121,158,106,2,1,2,123.333333333333
61998,492,122,48,367,13,2,75,35,2,1,121,158,106,2,1,2,123.216666666667
62009,3913,1,60,367,763,8,75,24,2,1,1,187,45,2,1,3,120.816666666667
62010,3913,168,65,367,28,9,75,24,2,2,1,187,45,2,1,3,120.816666666667
62018,241,168,65,367,763,2,169,17,2,1,1,187,106,2,1,3,120.45
62020,241,168,65,367,763,7,169,17,1,2,1,187,106,2,1,3,120.45
62022,102,199,65,413,105,9,122,34,2,2,1,202,61,2,1,3,120.95
62027,3929,45,18,367,399,5,235,14,2,1,153,202,106,2,1,3,326.733333333333
62033,294,72,49,367,763,7,84,34,1,2,185,54,106,2,2,3,177.95
62039,1977,30,1,367,325,8,122,38,2,1,60,122,106,2,1,3,185.95
62040,1977,30,1,367,451,8,122,38,2,1,60,122,106,2,1,3,185.95
62048,3980,126,65,413,699,2,71,50,2,1,1,152,106,2,1,3,120.766666666667
62050,3980,126,65,413,763,7,71,50,1,2,1,152,106,2,1,3,120.766666666667
62054,2436,72,49,367,763,7,86,50,1,2,90,152,106,2,2,3,175.45
62072,946,231,58,367,229,2,75,44,2,1,172,36,89,2,1,3,120.083333333333
62078,946,231,58,367,763,7,75,44,1,2,172,36,89,2,1,3,122.05
62086,946,231,58,367,763,7,75,44,1,2,172,36,89,2,1,3,120.733333333333
62090,946,159,45,367,96,7,75,38,1,2,172,36,89,2,1,3,77.5
62092,4425,29,18,367,325,8,210,32,2,1,3,33,106,2,1,3,122.45
62101,3193,75,1,18,734,8,76,17,2,1,87,124,45,2,1,3,312.333333333333
62121,946,231,58,367,763,7,75,44,1,2,172,36,89,2,1,3,120.8
62125,946,231,58,367,229,2,75,44,2,1,172,36,89,2,1,3,120.633333333333
62131,297,124,27,438,716,5,251,38,2,1,3,33,61,2,1,3,167.933333333333
62136,4761,196,18,1,108,8,103,15,2,1,126,190,106,2,1,3,239.9
62141,4761,196,18,1,108,9,103,15,2,2,126,190,106,2,1,3,239.9
62145,946,231,58,367,229,9,75,44,2,2,172,36,89,2,1,3,121.266666666667
62146,946,231,58,367,763,7,75,44,1,2,172,36,89,2,1,3,121.266666666667
62150,946,231,58,367,763,7,75,44,1,2,172,36,89,2,1,3,120.9
62163,582,215,21,1,199,2,75,14,2,1,1,190,45,2,1,3,229.016666666667
62168,582,1,65,1,13,2,75,14,2,1,1,190,45,2,1,3,229.016666666667
62172,582,97,65,1,606,9,75,14,2,2,1,190,45,2,1,3,229.016666666667
62176,2264,1,65,367,560,2,122,38,2,1,145,6,9,2,1,3,173.666666666667
62187,125,34,65,274,763,7,6,11,1,2,1,33,45,2,1,3,121.266666666667
62188,514,195,65,367,763,2,122,38,2,1,1,6,9,2,1,3,121.366666666667
62191,126,145,21,20,325,8,38,29,2,1,3,33,45,2,1,3,138.266666666667
62192,126,145,21,20,783,2,38,29,2,1,3,33,45,2,1,3,138.266666666667
62193,126,145,21,20,783,2,38,29,2,1,3,33,45,2,1,3,138.266666666667
62195,126,145,21,20,763,7,38,29,1,2,3,33,45,2,1,3,138.266666666667
62201,2499,45,18,367,399,9,76,17,2,2,55,117,106,2,1,3,163.766666666667
62207,2499,45,18,367,763,7,75,59,1,2,55,117,106,2,1,3,163.666666666667
62209,3900,1,67,1,585,8,122,38,2,1,1,6,61,2,1,2,383.75
62220,4449,122,48,306,714,9,183,34,2,2,3,33,9,2,1,3,185.116666666667
62222,860,1,48,367,763,8,183,34,2,1,1,117,61,2,1,3,479.183333333333
62228,860,27,67,367,329,9,183,34,2,2,1,117,61,2,1,2,479.183333333333
62236,4449,34,65,367,763,7,75,30,1,2,1,33,9,1,1,2,338.133333333333
62237,860,225,58,367,585,8,75,30,2,1,55,117,61,2,1,2,523.916666666667
62240,860,225,67,367,451,8,75,30,2,1,55,117,61,2,1,2,523.916666666667
62249,3693,225,67,367,109,8,75,30,2,1,145,6,61,2,1,3,500.75
62253,3363,30,65,23,325,8,76,17,2,1,3,33,61,2,1,3,168.916666666667
62259,2536,114,25,367,795,2,75,34,2,2,70,140,38,2,1,1,136.233333333333
62263,5200,1,68,367,105,8,59,54,2,1,1,158,84,2,1,3,162.9
62265,5200,103,68,367,412,2,59,54,2,1,1,158,84,2,1,3,162.9
62269,860,24,42,367,332,9,26,29,2,2,26,88,61,2,1,3,134.166666666667
62270,860,24,42,367,763,7,26,29,1,2,26,88,61,2,1,3,134.166666666667
62271,4958,56,65,1,763,2,76,17,2,1,1,88,79,2,1,3,121.55
62274,368,1,65,1,763,8,210,32,2,1,1,88,106,2,1,3,121.25
62275,368,1,65,1,451,8,210,32,2,1,1,88,106,2,1,3,121.25
62282,4738,89,33,225,560,2,8,35,2,1,121,158,106,2,1,3,210.05
62286,1953,75,49,1,451,8,84,34,2,1,26,88,106,2,1,3,298.116666666667
62290,1953,1,1,1,451,2,84,34,2,1,26,88,106,2,1,3,298.116666666667
62291,1953,1,1,1,469,2,84,34,2,1,26,88,106,2,1,3,298.116666666667
62300,814,45,18,367,399,2,75,59,2,1,90,152,106,2,1,3,304.466666666667
62311,4354,75,1,1,763,7,75,14,1,2,137,208,61,2,1,3,155.566666666667
62312,1280,1,65,413,763,8,122,34,2,1,1,202,61,2,1,3,121.383333333333
62327,728,215,21,1,325,8,75,17,2,1,60,122,45,2,1,3,227.716666666667
62328,728,215,21,1,199,2,75,17,2,1,60,122,45,2,1,3,227.716666666667
62336,2288,75,65,190,71,8,64,17,2,1,137,208,45,2,1,3,178.95
62339,2288,75,1,190,734,5,64,17,2,1,137,208,45,2,1,3,178.95
62349,2684,45,18,18,399,8,76,17,2,1,153,202,106,2,1,3,151.583333333333
62351,2684,45,18,18,763,7,76,17,1,2,153,202,106,2,1,3,151.583333333333
